full_name,age,gender,employment_status,occupation,monthly_income,education_level,residential_status,marital_status,employment_duration,industry,hobbies,user_id,num_accounts,total_account_balance,avg_daily_balance,total_monthly_inflow,total_monthly_outflow,num_wallets,total_wallet_balance,avg_wallet_transaction,num_utility_bills,avg_utility_amount,overdue_bills,rent_amount,rent_status,monthly_plan_cost,credit_score,risk_category
Cassandra Waters,23,Male,Fresh Graduate,Speech and language therapist,12631.48,Diploma,Rent,Married,1,Technology,"['Music', 'Photography']",3c84688c-59a6-42c8-a5cc-6163a52b2440,1,5931.07,9972.36,12287.13,9297.04,2,546.79,63.30500000000001,4,223.95,1,934.59,Paid,150.0,568,High
Justin Mccullough,25,Female,Fresh Graduate,Ophthalmologist,3523.63,Master,Rent,Married,5,Technology,['Reading'],87ecfca0-aafd-4bcb-9fda-e20da8dbd7d0,2,14603.66,3510.925,7363.5,5953.59,3,915.27,66.39333333333333,2,178.51999999999998,0,979.54,Paid,126.0,567,High
Ashley Cochran,30,Male,Fresh Graduate,Local government officer,6912.24,Diploma,Rent,Single,8,Manufacturing,"['Music', 'Photography']",6b12a611-d2ab-4af1-bbe8-d3d97b8761c4,1,5951.11,2763.38,7477.73,4669.81,2,630.24,44.84,3,204.38000000000002,1,561.29,Paid,108.0,683,Medium
Grant Miller,29,Male,Fresh Graduate,"Pilot, airline",8471.3,Bachelor,Rent,Single,2,Technology,"['Gaming', 'Fitness']",8dd07760-6fd1-4df3-8857-04dd6d11449e,1,3129.08,8416.46,7721.87,7004.63,3,588.5899999999999,37.71333333333333,3,190.39333333333332,0,1992.83,Paid,31.0,443,High
Janice Simpson,21,Male,Contract,Intelligence analyst,13236.87,Diploma,Rent,Single,5,Technology,['Cooking'],127f73b3-ca5d-4415-8df3-0dca3a4e68ad,1,10751.84,5376.14,12892.16,11051.85,3,1064.08,41.13999999999999,3,177.00666666666666,0,1279.58,Pending,75.0,661,Medium
Rhonda Jones,30,Female,Employed,Audiological scientist,4662.48,Bachelor,Family Home,Married,7,Education,"['Reading', 'Cooking']",e195a7f3-a17a-4c1f-8ec5-bc2a3a940cfc,1,7955.24,7041.18,4699.21,3423.3,2,455.66,75.425,2,196.67000000000002,1,1784.38,Paid,93.0,597,High
Xavier Adkins,22,Female,Employed,Occupational hygienist,6239.36,Bachelor,Family Home,Single,2,Education,"['Gaming', 'Music']",34a1a13c-b897-4934-a51f-02102925efff,1,2117.97,3779.03,6727.46,3865.5,3,895.47,37.57,2,157.605,1,806.31,Paid,149.0,542,High
Hailey Wright,24,Female,Employed,Arts administrator,8653.42,Master,Rent,Married,4,Education,"['Traveling', 'Sports']",d5fcdc9f-ea2b-4c39-9bef-059456a7791c,1,3581.8,3226.98,9382.04,5760.34,4,1098.56,71.8925,2,288.39,0,1434.47,Pending,127.0,619,Medium
Caroline Thompson,22,Male,Fresh Graduate,Sports coach,13622.94,Master,Rent,Married,6,Manufacturing,"['Sports', 'Traveling', 'Reading']",b873a197-e4da-4bde-98f7-c9c9f0b73349,2,6225.860000000001,9674.74,27376.6,23341.21,3,803.47,50.38,2,132.18,1,505.88,Paid,50.0,548,High
Andrea Murillo,24,Female,Fresh Graduate,"Engineer, manufacturing systems",4007.94,Diploma,Family Home,Married,2,Technology,['Photography'],588c1467-47ca-4968-8c34-ad3ffb9da9c4,2,9861.79,5869.295,7306.53,6415.91,3,868.06,70.86666666666667,2,196.62,0,1788.46,Paid,52.0,703,Low
Gary Wallace,26,Male,Contract,Pensions consultant,6087.44,Master,Rent,Single,4,Technology,['Photography'],38a4529f-3b93-4902-89d4-4637cd7b990a,2,24724.52,5726.21,12653.11,9654.83,2,817.04,51.865,4,167.59750000000003,0,1163.92,Paid,89.0,556,High
Lisa Ferguson,29,Male,Fresh Graduate,"Programme researcher, broadcasting/film/video",9535.34,Bachelor,Family Home,Single,6,Education,"['Traveling', 'Music', 'Reading']",62b49935-98a4-45ef-99bc-bd5b289a23c0,2,22173.260000000002,6487.555,19854.77,14575.99,4,897.48,37.175,3,203.63666666666668,0,1122.83,Paid,107.0,570,High
Gregory Reyes,27,Female,Employed,Recycling officer,14943.76,Diploma,Family Home,Single,1,Manufacturing,"['Traveling', 'Music', 'Gaming']",ddd69964-d047-4aa2-a9a5-d59e1ae9d03c,1,10822.03,8715.04,15066.15,11526.52,3,905.5500000000001,56.53666666666666,3,172.9433333333333,0,1906.01,Paid,33.0,558,High
Jacob Brown,27,Male,Contract,Make,2573.24,Master,Rent,Married,3,Manufacturing,['Gaming'],8ba05fb0-095e-466e-a2ad-fa3580682d0f,2,13432.230000000001,5637.38,5309.58,3691.7799999999997,4,944.61,55.4375,4,147.8,0,1718.08,Paid,85.0,560,High
Gilbert Berger MD,30,Male,Contract,Theme park manager,6162.42,Bachelor,Family Home,Single,6,Healthcare,"['Reading', 'Cooking']",b14c4db0-698b-42a7-8cba-b9f07f05a7f0,1,3693.19,2216.36,6763.85,4436.15,4,758.27,29.637500000000003,3,125.48,0,1934.5,Paid,132.0,593,High
Ronald Price,30,Female,Contract,"Psychologist, forensic",10240.07,Diploma,Rent,Single,1,Finance,"['Reading', 'Fitness', 'Gaming']",8667d6f1-b5d5-4493-805a-b21e4fe8029d,1,5869.22,7557.69,11115.11,6822.17,4,832.17,60.07,2,231.13,1,1023.37,Paid,39.0,582,High
Ralph Cook,22,Female,Fresh Graduate,Holiday representative,12055.33,Diploma,Family Home,Single,3,Healthcare,"['Cooking', 'Fitness']",601fe48d-3572-4167-b71a-9fac053ff014,1,5326.9,8303.71,12482.48,7329.29,2,481.2,35.83,3,210.27666666666667,0,944.29,Paid,99.0,546,High
Lindsey Perez,30,Female,Contract,"Social research officer, government",3093.86,Master,Family Home,Married,7,Finance,['Fitness'],194762e4-c7ae-4fe1-b519-2f7d88b653f7,1,1178.7,6727.36,2934.05,2583.24,3,771.49,28.276666666666667,3,87.5,0,1199.83,Paid,61.0,586,High
Andrea Chavez,21,Female,Contract,Armed forces technical officer,6798.71,Master,Family Home,Married,1,Finance,"['Sports', 'Fitness']",cd90a847-cb4f-4e46-b98b-1cb40deeaa21,1,5244.09,2088.49,7376.46,4117.61,3,530.15,21.959999999999997,3,205.46333333333334,0,1549.23,Pending,113.0,490,High
Summer Gamble,23,Female,Employed,"Optician, dispensing",10120.82,Diploma,Rent,Married,4,Healthcare,"['Photography', 'Reading']",cfbaf8a2-6b2a-4e68-a331-74e785082b1f,1,1570.86,4344.52,9836.64,7981.62,2,436.63,74.86,2,206.995,0,1721.19,Paid,77.0,585,High
Rebecca Nelson,27,Female,Contract,Chief Executive Officer,13171.38,Bachelor,Rent,Single,6,Healthcare,"['Cooking', 'Music', 'Sports']",a0c987a6-3c14-43c8-a202-856fef6a6e82,2,15683.43,5499.23,26175.53,18818.449999999997,4,1111.5,71.53,2,130.68,0,766.08,Paid,82.0,571,High
Jeffrey Caldwell,29,Male,Fresh Graduate,Higher education lecturer,3987.89,Diploma,Family Home,Married,2,Finance,"['Fitness', 'Sports']",9842405f-34d4-4b49-bcfd-33277e3205ee,2,12740.59,3744.6749999999997,7926.1,5882.0,2,374.14,59.15,2,243.245,0,1536.05,Paid,55.0,615,Medium
Catherine Gillespie,29,Male,Fresh Graduate,"Lecturer, higher education",6854.34,Diploma,Rent,Single,5,Finance,"['Sports', 'Gaming']",be725f11-2588-4da0-b5b4-77f8e966fe74,1,2550.16,7638.37,7426.45,5770.26,3,492.16999999999996,71.58333333333333,3,130.29,0,783.35,Paid,95.0,472,High
Caitlin Hansen,29,Female,Fresh Graduate,Further education lecturer,11955.26,Diploma,Rent,Married,7,Education,['Music'],587f9faf-f176-41df-98dc-f5198d77556e,1,14788.58,2825.1,12864.29,8591.27,4,1283.04,52.7875,2,222.965,0,567.92,Paid,44.0,514,High
Jacob Olson,22,Male,Fresh Graduate,"Engineer, biomedical",13599.82,Bachelor,Rent,Married,1,Finance,"['Reading', 'Gaming']",1ebe15ac-69c6-479f-a01e-ec2ad671dc42,2,8810.1,7976.795,25872.33,19367.03,4,1615.51,41.400000000000006,3,191.39333333333332,0,969.15,Paid,94.0,583,High
Michelle Moreno,30,Male,Contract,Commercial art gallery manager,3226.32,Diploma,Family Home,Married,3,Technology,"['Music', 'Cooking', 'Gaming']",ee18aab2-7e60-425b-bf71-73218992b5d4,1,5263.8,2420.35,2933.25,2535.64,3,847.4,57.91,4,193.75,0,895.1,Paid,135.0,578,High
William Castillo,28,Male,Contract,Industrial/product designer,7562.21,Bachelor,Family Home,Single,8,Education,"['Music', 'Sports']",2bcf7175-8e48-4776-810a-982b71b1d66e,1,2083.7,2857.69,8029.33,6286.16,3,795.61,57.086666666666666,3,148.85666666666665,0,1871.59,Paid,61.0,563,High
Brian Ruiz,29,Female,Employed,Accommodation manager,10569.3,Master,Family Home,Single,0,Finance,['Gaming'],08b98c81-8338-4377-84fe-e15fe63531a3,2,7535.540000000001,8678.885,22713.39,18604.98,3,690.1700000000001,54.82666666666666,3,125.44333333333334,0,1070.25,Paid,93.0,549,High
Michelle Jones,26,Male,Fresh Graduate,Teaching laboratory technician,13197.81,Bachelor,Rent,Single,3,Manufacturing,['Cooking'],30009472-68f6-4fee-9a4c-fe37be7521a5,1,3791.31,4902.86,13979.93,11363.47,4,774.38,48.17,2,84.025,0,946.73,Paid,106.0,488,High
Jessica Kent,22,Male,Contract,Music tutor,3019.42,Master,Family Home,Single,7,Education,"['Cooking', 'Sports', 'Music']",399ef84f-7854-4e0b-88b2-d9d2f735b8a8,1,4297.33,7920.79,2960.26,2448.02,3,1054.0900000000001,35.126666666666665,4,162.4475,0,891.92,Paid,113.0,628,Medium
Michael Gray,22,Male,Employed,Field trials officer,7176.47,Master,Rent,Single,2,Technology,"['Photography', 'Reading']",44a8651c-4122-4775-9fb6-8e5566235b7e,1,4316.65,6816.85,6792.11,5236.79,3,775.35,53.303333333333335,2,171.0,0,1212.04,Paid,64.0,577,High
Mrs. Dorothy Kirk,30,Female,Fresh Graduate,"Psychotherapist, dance movement",8687.11,Bachelor,Family Home,Married,3,Healthcare,"['Traveling', 'Cooking', 'Reading']",754e6216-0daa-46c9-b83d-b27cef986479,1,8921.21,4808.97,7958.98,5899.45,4,683.56,49.7275,2,201.84500000000003,0,1407.88,Paid,84.0,565,High
Sherry Taylor,29,Male,Employed,"Secretary, company",14875.56,Master,Rent,Married,6,Education,"['Reading', 'Gaming']",18a18746-0cf9-4e56-88b1-4c22f6783798,1,9667.55,4025.76,13754.24,9053.7,2,467.76,37.66,4,205.17000000000002,0,970.58,Paid,91.0,686,Medium
Jasmine Sawyer,29,Female,Employed,Financial trader,4612.03,Master,Family Home,Single,2,Education,"['Fitness', 'Traveling']",646d423f-7448-48d3-986b-a8dc90906020,1,5983.24,3650.73,4549.62,4003.67,3,1119.2,72.94,2,74.7,0,1022.39,Paid,112.0,532,High
Heather Johnson,27,Female,Fresh Graduate,Television production assistant,7670.71,Diploma,Family Home,Single,4,Manufacturing,['Traveling'],56fb3ace-d9cd-4b82-8b94-a1a8a9e63705,2,22799.57,9372.455,15422.740000000002,12854.880000000001,3,557.07,61.00666666666667,2,214.63,0,816.84,Paid,128.0,470,High
Steve Smith,24,Female,Contract,Geophysicist/field seismologist,11649.1,Bachelor,Family Home,Married,6,Technology,['Cooking'],9cb13f54-164a-463f-9d5d-07cde1ea6893,2,16125.59,3533.37,23806.129999999997,16553.489999999998,3,572.47,45.300000000000004,2,239.35,0,1968.09,Paid,48.0,561,High
Glenn Lucero,25,Female,Fresh Graduate,Soil scientist,13087.49,Bachelor,Family Home,Single,1,Healthcare,"['Music', 'Traveling']",c86e76cb-dd98-4eb6-9bdd-7b63b1d90592,2,18936.81,6450.93,24192.52,19757.94,3,524.3,57.89666666666667,3,175.31333333333336,0,1077.78,Paid,50.0,598,High
Darrell Black,29,Male,Employed,Company secretary,4199.5,Bachelor,Family Home,Married,5,Finance,"['Cooking', 'Reading', 'Gaming']",62c2ba98-1f74-44a4-b0f9-10e25b63b069,1,1739.13,1089.09,3811.64,3634.77,4,1410.15,49.7025,3,184.29333333333332,0,1295.46,Paid,91.0,517,High
Melissa Mercado,26,Male,Fresh Graduate,Environmental consultant,7714.53,Master,Family Home,Single,6,Healthcare,"['Cooking', 'Sports', 'Fitness']",c56ff95f-aaa5-4f5f-a390-1b50f085088c,1,13818.75,9994.51,7105.97,6140.46,3,1119.88,71.55333333333333,2,117.87,0,1539.18,Paid,140.0,632,Medium
Robert Cooke,23,Male,Employed,Trade mark attorney,8949.06,Diploma,Rent,Married,2,Finance,"['Traveling', 'Gaming', 'Reading']",e9231f23-90d9-4913-b9f6-6fc7e8a1d6f2,2,18726.29,4675.474999999999,18868.9,15098.39,2,652.06,73.48,4,174.57999999999998,0,1061.13,Paid,71.0,499,High
Elizabeth Wright,22,Male,Fresh Graduate,Jewellery designer,12879.19,Diploma,Family Home,Married,3,Healthcare,['Reading'],dfca7028-ffde-4106-8ea9-7ae4d3a1171c,2,24541.559999999998,1432.32,25930.91,21148.98,4,728.67,56.9675,3,184.1933333333333,0,1041.77,Paid,88.0,604,Medium
Marissa Lucas,22,Female,Employed,Chartered public finance accountant,3807.0,Bachelor,Rent,Single,6,Technology,"['Traveling', 'Cooking']",d79f30d0-cac1-4c14-a8c7-99a9c298f40b,2,21496.34,3663.86,7417.58,5371.12,2,776.0,39.035,4,183.16,1,1390.83,Paid,115.0,509,High
Michelle Smith,30,Female,Fresh Graduate,Public house manager,6138.58,Master,Rent,Single,1,Healthcare,['Traveling'],b982d807-0558-4c70-8663-6b6f8fa557be,1,14370.83,4651.83,6595.05,4662.32,4,961.87,39.667500000000004,3,104.69666666666667,0,1068.11,Paid,132.0,491,High
Andre Butler,21,Female,Employed,"Editor, commissioning",9018.46,Bachelor,Family Home,Single,5,Healthcare,"['Traveling', 'Cooking']",ccd68b23-43ff-43e4-aca7-5b03b0bac4b4,2,14346.51,5602.975,18791.239999999998,11477.18,4,908.36,49.212500000000006,4,194.85750000000002,1,1987.14,Paid,34.0,596,High
Felicia Schmidt,27,Male,Employed,Advertising account executive,12329.18,Master,Rent,Married,8,Education,"['Sports', 'Traveling', 'Reading']",03eb9a26-9ed7-4126-a96a-e715a113f1f5,2,13048.699999999999,3521.1099999999997,24519.17,18917.510000000002,2,209.18,20.299999999999997,3,151.74,0,628.2,Paid,45.0,489,High
Billy Phillips,28,Female,Fresh Graduate,IT trainer,4217.7,Diploma,Family Home,Single,0,Technology,['Traveling'],dc451fd4-e75f-41a5-b95c-c3ac37266ed6,1,13493.87,3743.37,3995.9,3644.13,4,1197.5900000000001,38.155,4,179.2525,0,874.99,Pending,67.0,447,High
Jesse Welch,26,Male,Contract,Advice worker,6843.13,Diploma,Family Home,Married,5,Technology,"['Traveling', 'Fitness', 'Photography']",4e769554-f53c-4e53-85e3-74b8bda5b98d,2,7285.62,3260.855,14292.96,10340.599999999999,3,584.6899999999999,53.73,4,216.055,0,783.62,Paid,50.0,535,High
Garrett Kelley,26,Male,Fresh Graduate,Pathologist,10557.85,Diploma,Family Home,Single,6,Technology,"['Gaming', 'Fitness', 'Traveling']",471e0f8b-70e2-462d-bd36-363235870da1,1,13590.36,1065.35,11424.43,8705.78,3,523.99,55.403333333333336,2,263.53,0,838.52,Paid,48.0,581,High
Jessica Rodriguez,25,Male,Contract,Press photographer,13223.17,Master,Rent,Married,2,Healthcare,['Fitness'],8cfc3ea8-2290-45e7-b04e-34896aff5428,1,2819.39,4290.13,11947.67,8769.85,2,554.07,70.62,3,151.05333333333334,1,1752.65,Paid,144.0,619,Medium
Cynthia Conrad,29,Male,Employed,Leisure centre manager,2878.29,Diploma,Family Home,Married,5,Education,"['Music', 'Gaming', 'Photography']",b272485d-e285-49b7-8efd-b5507b450cef,1,10334.62,7613.55,2949.05,2484.75,3,703.75,70.51666666666667,3,198.88666666666666,0,1289.26,Paid,81.0,531,High
Mark Bass,21,Male,Employed,Legal secretary,7353.04,Bachelor,Family Home,Married,6,Manufacturing,"['Cooking', 'Sports', 'Music']",b397fdef-eca9-426a-8597-f0c71a1b07aa,2,8805.16,2765.9049999999997,15159.009999999998,11074.89,4,1392.73,85.3125,4,163.9625,0,1938.65,Paid,67.0,523,High
Michele Wilson,27,Male,Fresh Graduate,Financial manager,8971.23,Diploma,Rent,Single,2,Healthcare,"['Music', 'Fitness', 'Sports']",65d3d42f-c027-486a-b6d5-f67717eedacb,1,11099.61,7747.16,8219.37,5629.34,3,539.9,63.083333333333336,2,202.155,0,1635.51,Paid,61.0,511,High
Timothy Price,27,Female,Fresh Graduate,Landscape architect,13526.51,Bachelor,Family Home,Single,3,Technology,"['Reading', 'Photography']",f6dfe213-88ba-4a9f-96bb-88b5a26d94f5,2,18928.58,5008.775,26696.02,18388.06,4,1599.94,39.6425,3,134.21,0,1837.04,Paid,52.0,596,High
Raymond Castillo DVM,24,Female,Fresh Graduate,"Surveyor, building",4675.18,Master,Family Home,Single,9,Finance,"['Music', 'Gaming']",8acca62b-ddee-4877-938d-7e833a6c8a31,1,5302.78,6394.61,4752.82,2857.29,3,1068.46,64.86,2,188.45,0,1291.96,Paid,122.0,479,High
Brandy Garcia,26,Female,Fresh Graduate,Financial manager,7557.42,Master,Rent,Married,0,Manufacturing,['Music'],189ee81e-cc71-4d58-948d-f107b6cf727b,1,13943.55,4053.22,7972.41,6042.82,3,778.3900000000001,74.18333333333334,3,264.9633333333333,0,569.88,Paid,39.0,527,High
Miss Rachel Lee,22,Male,Employed,"Biochemist, clinical",9005.23,Diploma,Family Home,Married,5,Education,"['Cooking', 'Traveling']",12dd6344-5433-45a3-9ee8-fdd1024f5a7e,1,4011.87,7236.69,8788.57,7075.3,2,188.23,37.83,4,185.85000000000002,0,1380.48,Paid,119.0,496,High
Bruce Acosta,24,Male,Fresh Graduate,"Civil engineer, contracting",12967.93,Bachelor,Rent,Single,9,Manufacturing,"['Reading', 'Photography']",32c278a5-41b8-4998-999a-51fc34e00f8c,1,3046.96,2887.86,14240.41,9715.16,3,629.68,50.27333333333333,4,204.1825,0,1194.01,Paid,61.0,515,High
Benjamin Price,26,Male,Fresh Graduate,"Secretary, company",3362.25,Diploma,Rent,Single,1,Healthcare,"['Sports', 'Music']",313f7d51-190d-413b-8e53-a020c54f07be,2,16871.940000000002,6592.805,6483.73,5577.16,2,443.86,56.195,3,171.31333333333336,1,1752.63,Paid,101.0,590,High
Julie Hughes,22,Female,Employed,Water quality scientist,7587.35,Master,Family Home,Married,5,Finance,"['Sports', 'Traveling', 'Photography']",ca774345-9270-4a9f-8b71-edeba4d42e95,2,14964.66,3202.955,16134.5,11360.9,4,1322.83,48.8775,2,173.79500000000002,0,1479.37,Paid,53.0,459,High
Colin Yates,26,Male,Contract,Public relations account executive,10875.72,Master,Rent,Married,8,Technology,['Music'],849ea3b9-2c71-4d31-9315-eef8e2105e2c,2,9844.59,2456.13,22356.85,17089.95,3,839.23,55.093333333333334,4,158.21,0,1297.22,Paid,52.0,521,High
Jeffrey Harris,28,Male,Employed,"Psychologist, clinical",14781.5,Master,Rent,Married,0,Technology,"['Reading', 'Traveling']",f8cadce5-11a6-4608-8a34-e7a35161b23c,2,15102.91,6056.905,29779.75,23905.59,2,882.15,35.515,4,157.02249999999998,2,1928.67,Paid,88.0,626,Medium
Kelly Pittman,23,Female,Fresh Graduate,Financial controller,3693.47,Diploma,Family Home,Single,5,Manufacturing,['Cooking'],4f178c26-ec17-4dd7-acc7-8d90b32bb929,2,4702.67,8026.95,7623.92,5969.55,3,795.24,39.0,3,125.58,0,1390.29,Paid,102.0,519,High
Jessica Watson,26,Female,Fresh Graduate,"Psychotherapist, child",7769.42,Master,Rent,Married,7,Finance,"['Reading', 'Gaming', 'Photography']",d61aab3a-8c2a-46d8-893d-45f72fc2a833,1,13893.33,3356.64,7939.1,4906.37,2,139.09,63.825,3,214.92666666666665,0,1902.43,Paid,93.0,597,High
Kelly Brock,30,Male,Contract,Catering manager,11467.27,Diploma,Family Home,Single,0,Finance,"['Fitness', 'Reading', 'Photography']",e3d43e66-5675-4a88-9385-3c3f59012ca4,2,15207.349999999999,5018.17,24160.34,19448.66,3,393.03,76.26666666666667,2,147.985,0,869.93,Paid,46.0,498,High
Sandra Patterson,26,Female,Contract,Mechanical engineer,13527.21,Bachelor,Family Home,Married,4,Finance,"['Music', 'Gaming', 'Fitness']",2a45be64-7bab-45bd-a349-2df3cc7e1d20,2,22305.559999999998,5941.295,29004.010000000002,20752.04,3,889.1,44.946666666666665,3,186.91,0,1447.31,Paid,142.0,585,High
Jennifer Jimenez,21,Male,Employed,Primary school teacher,4667.53,Master,Family Home,Married,6,Technology,['Cooking'],95a7e070-70c1-4d0d-b96e-071f74df1cfe,2,23726.35,7922.5,9655.73,6985.37,3,1043.02,45.46666666666667,2,238.185,0,1974.25,Paid,90.0,583,High
Melissa Jones,22,Female,Employed,Firefighter,5488.12,Diploma,Family Home,Single,0,Manufacturing,"['Music', 'Cooking', 'Gaming']",93e89a5d-87d2-4ac4-8313-2db1cf2447e9,1,13676.35,2633.63,5307.86,4064.66,3,690.04,66.33333333333333,4,154.28,0,1918.51,Paid,81.0,572,High
Robert Middleton,27,Male,Fresh Graduate,Dance movement psychotherapist,8839.41,Master,Rent,Married,5,Education,"['Cooking', 'Traveling']",452dc02a-737f-4baa-b44a-ff47ec682907,1,5102.12,2518.84,8215.45,6852.86,4,1164.94,59.455,4,159.38,0,573.87,Paid,38.0,585,High
Sharon Avery,25,Female,Employed,"Doctor, general practice",14933.08,Master,Family Home,Married,9,Healthcare,"['Traveling', 'Gaming']",50de17ca-d78f-4c18-b155-5fe76c7bae6f,2,16048.82,2120.8450000000003,30118.28,21301.8,4,1025.96,53.6425,4,114.1375,0,967.03,Paid,56.0,628,Medium
Robyn Perez,29,Female,Employed,Podiatrist,4619.73,Diploma,Family Home,Married,2,Education,"['Fitness', 'Traveling']",2cd2d85e-36ee-44a4-a7a8-1ec132692adc,2,15750.45,8163.045,9884.48,7037.88,2,524.46,52.195,4,183.4425,0,1613.74,Paid,36.0,534,High
Joy Pierce,22,Female,Employed,Geographical information systems officer,5950.63,Master,Family Home,Married,3,Healthcare,"['Traveling', 'Photography', 'Sports']",2ce6712a-78ca-4444-a051-e9a66f53760c,2,21076.8,8346.845,10921.19,10471.669999999998,2,816.49,83.57499999999999,4,217.72,0,1974.42,Paid,93.0,497,High
Mr. Ronnie Johnson,21,Male,Contract,Data scientist,11227.9,Master,Rent,Married,7,Technology,['Reading'],66d8bef7-dd09-42d4-ac2b-fbd1564ca750,2,14759.27,1504.1799999999998,22091.510000000002,16257.29,2,453.35999999999996,56.06,4,181.8025,0,1481.84,Paid,77.0,552,High
James Pope,23,Male,Contract,"Engineer, control and instrumentation",13416.46,Bachelor,Family Home,Married,2,Manufacturing,"['Reading', 'Fitness', 'Gaming']",12d4b5e6-3a6c-4b31-ad45-54bc1031cc66,1,1248.86,9144.3,12318.77,8647.99,4,1109.6100000000001,54.3075,4,148.3375,1,1823.42,Paid,89.0,672,Medium
Tanner Morgan,23,Female,Contract,"Engineer, civil (contracting)",3878.7,Diploma,Family Home,Single,3,Education,['Music'],a5029248-b59d-4009-acb6-b1bac6b8311e,2,19204.59,5034.51,7736.1,4912.42,3,776.3100000000001,53.89000000000001,2,165.935,0,1999.14,Paid,108.0,682,Medium
Tara Wilson,28,Female,Employed,"Teacher, English as a foreign language",7420.89,Bachelor,Rent,Married,7,Healthcare,['Fitness'],d528cc6c-53ba-4ea6-836a-c2725bb4def1,2,14742.5,1287.795,14397.52,11323.52,3,1190.57,75.11333333333333,2,274.16,0,1891.1,Paid,83.0,602,Medium
Sara Martinez,22,Female,Employed,"Exhibitions officer, museum/gallery",9479.69,Master,Family Home,Married,1,Education,"['Sports', 'Gaming']",1a20dfa7-28df-4dd8-a0a5-8c4e5e8a6a0b,1,6356.45,7432.87,8704.02,6941.8,4,1012.45,49.1975,4,160.06,1,1407.51,Paid,41.0,652,Medium
Andre Hood,25,Female,Contract,"Education officer, museum",13406.32,Bachelor,Rent,Single,3,Education,['Fitness'],df08e386-57df-4293-8ed6-d373a1991a71,1,2314.51,1317.25,14739.03,8777.65,2,791.47,44.36,2,104.485,0,890.43,Paid,136.0,673,Medium
Megan Murphy,29,Female,Fresh Graduate,"Engineer, manufacturing",2630.35,Master,Rent,Single,7,Manufacturing,"['Photography', 'Gaming', 'Traveling']",907be950-38fd-4adf-a859-274e87f8e0bd,2,11304.02,3101.36,5281.610000000001,3737.83,4,920.84,53.0175,2,115.465,0,1956.67,Paid,131.0,590,High
Whitney Shelton,28,Male,Contract,"Engineer, energy",5412.06,Bachelor,Rent,Married,2,Manufacturing,"['Cooking', 'Gaming']",a69565b1-4301-4bd5-8977-46e2193bcf7e,2,18567.1,4521.28,9985.8,7965.86,4,895.33,60.695,4,184.85,0,1497.9,Paid,95.0,468,High
Angela Jacobson,26,Female,Fresh Graduate,Hydrologist,10050.07,Diploma,Rent,Single,5,Education,['Sports'],83f7bc1c-28ce-4243-90f8-eca87ae41ecb,1,12798.88,5374.7,10529.17,8921.26,3,1000.52,41.07666666666666,2,86.53,0,1815.95,Paid,121.0,640,Medium
Andrew Martinez,22,Male,Fresh Graduate,Publishing copy,13048.21,Master,Family Home,Single,8,Finance,"['Traveling', 'Photography']",e245bdd2-3085-45b5-affa-af87eaf89329,2,13047.26,1747.08,25574.07,20034.12,4,1402.9,47.0175,4,114.67750000000001,0,1193.65,Paid,71.0,465,High
Paula Smith,27,Female,Fresh Graduate,Lexicographer,4967.45,Diploma,Family Home,Married,2,Technology,['Fitness'],9e402bd4-b60e-47bc-95e5-6af5a4b97be6,2,11347.57,6980.715,9789.99,7188.74,3,598.63,78.74333333333334,2,168.38,0,1457.71,Paid,141.0,552,High
Susan Hall,25,Male,Fresh Graduate,Media buyer,6065.89,Bachelor,Rent,Single,5,Manufacturing,"['Gaming', 'Traveling', 'Fitness']",0fa4e6fa-ed62-43c7-9e58-e70a7a596124,2,17309.47,3070.785,12700.01,8444.31,2,522.21,74.31,3,185.60333333333332,0,1563.17,Paid,124.0,461,High
Dustin Henry,30,Male,Fresh Graduate,IT consultant,11058.06,Master,Rent,Single,6,Finance,['Gaming'],3a31c16b-8678-4141-a835-2ddf336f1357,1,1677.76,7044.45,10031.46,8865.87,3,1152.85,45.123333333333335,2,206.075,0,1140.92,Paid,109.0,605,Medium
Zachary Reese,27,Male,Employed,"Lecturer, higher education",14852.03,Master,Family Home,Married,0,Healthcare,"['Fitness', 'Reading', 'Traveling']",d7de4b1f-e3e1-4dba-8147-dd9ed14ce0a0,2,7982.449999999999,6607.6900000000005,31335.83,24307.03,3,756.5699999999999,59.92666666666667,2,136.615,0,1038.72,Paid,44.0,644,Medium
Katelyn Hoffman,25,Male,Employed,"Research officer, political party",2543.02,Diploma,Family Home,Single,3,Manufacturing,"['Music', 'Gaming']",c61b48ca-a92f-47ee-bc9c-8aa5bc76025a,1,12988.04,3993.16,2776.74,1848.15,2,515.46,67.765,4,161.5375,0,956.84,Paid,87.0,606,Medium
Noah Werner,22,Female,Employed,Fish farm manager,5923.29,Master,Rent,Married,8,Manufacturing,"['Music', 'Sports', 'Fitness']",0beefce9-f944-4602-8cd0-486ea308aa8d,1,840.46,6405.64,6183.87,4472.68,4,1197.27,30.552500000000002,2,233.4,1,1360.38,Paid,145.0,465,High
Nathan Hardy,29,Female,Fresh Graduate,Records manager,8231.26,Diploma,Rent,Single,0,Education,['Photography'],0a93893e-4e22-473f-b977-11f4a2d7dff6,2,23732.15,2894.785,15528.21,12399.26,4,1431.6599999999999,35.5,3,184.00666666666666,0,1214.81,Paid,70.0,616,Medium
