provider,account_number,monthly_amount,payment_status,user_id,payment_history
Indah Water,46944967,268.12,Paid,4e769554-f53c-4e53-85e3-74b8bda5b98d,"[{""month"": ""2024-11"", ""amount"": 130.32, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 206.12, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 390.74, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 110.89, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 69.97, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 312.51, ""status"": ""Pending""}]"
Indah Water,74797808,163.54,Paid,4e769554-f53c-4e53-85e3-74b8bda5b98d,"[{""month"": ""2024-11"", ""amount"": 382.95, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 368.16, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 436.08, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 329.38, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 70.9, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 114.94, ""status"": ""Paid""}]"
Time Internet,74860510,145.81,Pending,4e769554-f53c-4e53-85e3-74b8bda5b98d,"[{""month"": ""2024-11"", ""amount"": 404.72, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 390.42, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 109.73, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 95.96, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 396.02, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 330.97, ""status"": ""Late""}]"
Time Internet,39660279,233.41,Paid,471e0f8b-70e2-462d-bd36-363235870da1,"[{""month"": ""2024-11"", ""amount"": 417.05, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 143.07, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 341.48, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 327.27, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 58.67, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 176.51, ""status"": ""Paid""}]"
Indah Water,60858519,293.65,Paid,471e0f8b-70e2-462d-bd36-363235870da1,"[{""month"": ""2024-11"", ""amount"": 80.74, ""status"": ""Pending""}, {""month"": ""2024-10"", ""amount"": 168.17, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 296.79, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 366.03, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 296.69, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 299.23, ""status"": ""Paid""}]"
Indah Water,44982117,82.48,Paid,8cfc3ea8-2290-45e7-b04e-34896aff5428,"[{""month"": ""2024-11"", ""amount"": 51.09, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 477.5, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 167.68, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 185.87, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 303.15, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 154.44, ""status"": ""Paid""}]"
Time Internet,27227649,112.58,Paid,8cfc3ea8-2290-45e7-b04e-34896aff5428,"[{""month"": ""2024-11"", ""amount"": 240.41, ""status"": ""Pending""}, {""month"": ""2024-10"", ""amount"": 318.72, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 437.88, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 352.24, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 338.57, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 223.2, ""status"": ""Paid""}]"
Air Selangor,65481862,258.1,Overdue,8cfc3ea8-2290-45e7-b04e-34896aff5428,"[{""month"": ""2024-11"", ""amount"": 351.27, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 375.13, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 491.36, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 77.71, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 178.44, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 154.73, ""status"": ""Paid""}]"
Unifi,55352730,171.2,Paid,b272485d-e285-49b7-8efd-b5507b450cef,"[{""month"": ""2024-11"", ""amount"": 345.24, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 158.34, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 144.93, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 327.35, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 361.56, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 121.15, ""status"": ""Paid""}]"
Tenaga Nasional,16484236,170.4,Paid,b272485d-e285-49b7-8efd-b5507b450cef,"[{""month"": ""2024-11"", ""amount"": 301.16, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 81.54, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 494.75, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 147.25, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 99.51, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 381.56, ""status"": ""Paid""}]"
Indah Water,45499688,255.06,Paid,b272485d-e285-49b7-8efd-b5507b450cef,"[{""month"": ""2024-11"", ""amount"": 258.8, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 114.69, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 356.67, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 229.69, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 127.18, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 261.23, ""status"": ""Paid""}]"
Indah Water,41638394,68.22,Paid,b397fdef-eca9-426a-8597-f0c71a1b07aa,"[{""month"": ""2024-11"", ""amount"": 80.6, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 492.7, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 84.58, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 229.33, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 402.51, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 380.95, ""status"": ""Paid""}]"
Time Internet,57668841,224.57,Paid,b397fdef-eca9-426a-8597-f0c71a1b07aa,"[{""month"": ""2024-11"", ""amount"": 321.78, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 374.58, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 67.49, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 392.62, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 304.15, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 213.65, ""status"": ""Paid""}]"
Unifi,76249261,185.5,Paid,b397fdef-eca9-426a-8597-f0c71a1b07aa,"[{""month"": ""2024-11"", ""amount"": 485.08, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 275.51, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 135.89, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 143.18, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 208.32, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 228.95, ""status"": ""Paid""}]"
Time Internet,23292417,177.56,Paid,b397fdef-eca9-426a-8597-f0c71a1b07aa,"[{""month"": ""2024-11"", ""amount"": 218.26, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 85.89, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 220.68, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 468.79, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 71.15, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 326.12, ""status"": ""Paid""}]"
Indah Water,25372480,234.95,Paid,65d3d42f-c027-486a-b6d5-f67717eedacb,"[{""month"": ""2024-11"", ""amount"": 450.91, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 343.22, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 264.54, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 194.65, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 136.98, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 486.33, ""status"": ""Paid""}]"
Tenaga Nasional,31091482,169.36,Paid,65d3d42f-c027-486a-b6d5-f67717eedacb,"[{""month"": ""2024-11"", ""amount"": 232.28, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 77.96, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 287.02, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 157.27, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 56.78, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 152.34, ""status"": ""Paid""}]"
Time Internet,13254429,82.94,Paid,f6dfe213-88ba-4a9f-96bb-88b5a26d94f5,"[{""month"": ""2024-11"", ""amount"": 155.03, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 292.29, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 138.1, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 120.24, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 387.39, ""status"": ""Pending""}, {""month"": ""2024-07"", ""amount"": 307.16, ""status"": ""Paid""}]"
Tenaga Nasional,81581028,77.55,Paid,f6dfe213-88ba-4a9f-96bb-88b5a26d94f5,"[{""month"": ""2024-11"", ""amount"": 434.64, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 479.83, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 54.81, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 81.64, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 157.8, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 178.0, ""status"": ""Paid""}]"
Indah Water,57372379,242.14,Paid,f6dfe213-88ba-4a9f-96bb-88b5a26d94f5,"[{""month"": ""2024-11"", ""amount"": 231.71, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 267.49, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 296.3, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 120.72, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 330.18, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 224.37, ""status"": ""Paid""}]"
Tenaga Nasional,72164704,149.92,Paid,8acca62b-ddee-4877-938d-7e833a6c8a31,"[{""month"": ""2024-11"", ""amount"": 399.31, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 468.15, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 176.81, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 211.57, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 175.26, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 433.52, ""status"": ""Paid""}]"
Time Internet,7622346,226.98,Paid,8acca62b-ddee-4877-938d-7e833a6c8a31,"[{""month"": ""2024-11"", ""amount"": 141.72, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 174.44, ""status"": ""Pending""}, {""month"": ""2024-09"", ""amount"": 451.8, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 285.57, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 434.38, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 301.77, ""status"": ""Paid""}]"
Air Selangor,46433848,251.55,Paid,189ee81e-cc71-4d58-948d-f107b6cf727b,"[{""month"": ""2024-11"", ""amount"": 462.02, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 431.24, ""status"": ""Late""}, {""month"": ""2024-09"", ""amount"": 209.0, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 248.83, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 424.59, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 93.41, ""status"": ""Paid""}]"
Maxis,81757854,277.38,Paid,189ee81e-cc71-4d58-948d-f107b6cf727b,"[{""month"": ""2024-11"", ""amount"": 375.72, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 492.55, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 100.13, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 291.88, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 77.91, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 342.72, ""status"": ""Paid""}]"
Air Selangor,34035440,265.96,Pending,189ee81e-cc71-4d58-948d-f107b6cf727b,"[{""month"": ""2024-11"", ""amount"": 295.51, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 437.49, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 439.41, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 176.57, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 181.9, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 165.87, ""status"": ""Paid""}]"
Indah Water,29635651,157.18,Paid,12dd6344-5433-45a3-9ee8-fdd1024f5a7e,"[{""month"": ""2024-11"", ""amount"": 413.03, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 238.67, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 107.27, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 382.71, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 205.2, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 349.98, ""status"": ""Paid""}]"
Time Internet,76840094,247.52,Paid,12dd6344-5433-45a3-9ee8-fdd1024f5a7e,"[{""month"": ""2024-11"", ""amount"": 77.26, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 236.85, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 396.76, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 327.48, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 316.86, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 58.77, ""status"": ""Paid""}]"
Unifi,28320281,201.24,Paid,12dd6344-5433-45a3-9ee8-fdd1024f5a7e,"[{""month"": ""2024-11"", ""amount"": 474.89, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 175.99, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 248.51, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 185.21, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 485.03, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 378.07, ""status"": ""Paid""}]"
Maxis,23858342,137.46,Paid,12dd6344-5433-45a3-9ee8-fdd1024f5a7e,"[{""month"": ""2024-11"", ""amount"": 365.03, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 358.11, ""status"": ""Late""}, {""month"": ""2024-09"", ""amount"": 399.96, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 158.07, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 431.43, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 199.54, ""status"": ""Paid""}]"
Air Selangor,27866569,263.13,Paid,32c278a5-41b8-4998-999a-51fc34e00f8c,"[{""month"": ""2024-11"", ""amount"": 226.65, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 81.32, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 167.18, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 88.04, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 108.74, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 263.38, ""status"": ""Paid""}]"
Tenaga Nasional,23057084,50.9,Paid,32c278a5-41b8-4998-999a-51fc34e00f8c,"[{""month"": ""2024-11"", ""amount"": 107.84, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 236.26, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 111.8, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 104.83, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 235.76, ""status"": ""Pending""}, {""month"": ""2024-07"", ""amount"": 243.02, ""status"": ""Paid""}]"
Time Internet,23801362,268.62,Paid,32c278a5-41b8-4998-999a-51fc34e00f8c,"[{""month"": ""2024-11"", ""amount"": 463.61, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 164.19, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 70.84, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 123.6, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 211.41, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 108.54, ""status"": ""Paid""}]"
Air Selangor,63349710,234.08,Paid,32c278a5-41b8-4998-999a-51fc34e00f8c,"[{""month"": ""2024-11"", ""amount"": 193.32, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 408.42, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 107.73, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 468.47, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 62.51, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 440.91, ""status"": ""Late""}]"
Time Internet,82943463,183.87,Paid,313f7d51-190d-413b-8e53-a020c54f07be,"[{""month"": ""2024-11"", ""amount"": 321.91, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 316.26, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 454.8, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 376.82, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 121.18, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 196.44, ""status"": ""Paid""}]"
Tenaga Nasional,18479515,87.01,Paid,313f7d51-190d-413b-8e53-a020c54f07be,"[{""month"": ""2024-11"", ""amount"": 453.16, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 448.83, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 251.21, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 75.5, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 335.45, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 261.89, ""status"": ""Paid""}]"
Maxis,23062069,243.06,Overdue,313f7d51-190d-413b-8e53-a020c54f07be,"[{""month"": ""2024-11"", ""amount"": 103.62, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 403.31, ""status"": ""Pending""}, {""month"": ""2024-09"", ""amount"": 446.21, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 436.61, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 452.99, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 54.18, ""status"": ""Paid""}]"
Indah Water,74816673,70.17,Paid,ca774345-9270-4a9f-8b71-edeba4d42e95,"[{""month"": ""2024-11"", ""amount"": 498.84, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 256.08, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 285.88, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 175.16, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 434.99, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 83.42, ""status"": ""Paid""}]"
Maxis,9394301,277.42,Paid,ca774345-9270-4a9f-8b71-edeba4d42e95,"[{""month"": ""2024-11"", ""amount"": 58.22, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 111.21, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 77.64, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 411.43, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 71.37, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 460.35, ""status"": ""Paid""}]"
Indah Water,91706895,111.0,Paid,849ea3b9-2c71-4d31-9315-eef8e2105e2c,"[{""month"": ""2024-11"", ""amount"": 69.4, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 133.15, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 91.96, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 129.84, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 187.15, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 248.69, ""status"": ""Paid""}]"
Maxis,92676178,298.1,Paid,849ea3b9-2c71-4d31-9315-eef8e2105e2c,"[{""month"": ""2024-11"", ""amount"": 276.65, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 402.54, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 103.91, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 437.72, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 397.07, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 431.39, ""status"": ""Paid""}]"
Air Selangor,94174500,132.05,Paid,849ea3b9-2c71-4d31-9315-eef8e2105e2c,"[{""month"": ""2024-11"", ""amount"": 418.22, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 479.82, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 211.8, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 250.61, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 471.0, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 396.32, ""status"": ""Paid""}]"
Maxis,68274258,91.69,Paid,849ea3b9-2c71-4d31-9315-eef8e2105e2c,"[{""month"": ""2024-11"", ""amount"": 477.18, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 204.23, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 57.51, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 144.3, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 149.98, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 89.39, ""status"": ""Paid""}]"
Air Selangor,73106482,96.94,Paid,f8cadce5-11a6-4608-8a34-e7a35161b23c,"[{""month"": ""2024-11"", ""amount"": 495.31, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 139.54, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 464.92, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 109.54, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 220.98, ""status"": ""Late""}, {""month"": ""2024-07"", ""amount"": 345.59, ""status"": ""Paid""}]"
Time Internet,76892480,216.17,Paid,f8cadce5-11a6-4608-8a34-e7a35161b23c,"[{""month"": ""2024-11"", ""amount"": 291.29, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 105.69, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 168.47, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 472.23, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 405.26, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 181.84, ""status"": ""Paid""}]"
Unifi,66791285,214.23,Overdue,f8cadce5-11a6-4608-8a34-e7a35161b23c,"[{""month"": ""2024-11"", ""amount"": 377.1, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 57.61, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 153.82, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 483.68, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 269.01, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 274.76, ""status"": ""Paid""}]"
Air Selangor,60632389,100.75,Overdue,f8cadce5-11a6-4608-8a34-e7a35161b23c,"[{""month"": ""2024-11"", ""amount"": 310.22, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 397.05, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 319.0, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 437.78, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 385.67, ""status"": ""Pending""}, {""month"": ""2024-07"", ""amount"": 180.22, ""status"": ""Paid""}]"
Unifi,99193545,216.2,Paid,4f178c26-ec17-4dd7-acc7-8d90b32bb929,"[{""month"": ""2024-11"", ""amount"": 294.24, ""status"": ""Pending""}, {""month"": ""2024-10"", ""amount"": 240.1, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 394.64, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 100.76, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 496.58, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 409.63, ""status"": ""Paid""}]"
Unifi,46023601,79.99,Paid,4f178c26-ec17-4dd7-acc7-8d90b32bb929,"[{""month"": ""2024-11"", ""amount"": 491.43, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 200.45, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 144.47, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 172.37, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 165.45, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 342.32, ""status"": ""Paid""}]"
Maxis,2241847,80.55,Paid,4f178c26-ec17-4dd7-acc7-8d90b32bb929,"[{""month"": ""2024-11"", ""amount"": 235.91, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 223.86, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 186.61, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 66.61, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 458.72, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 261.01, ""status"": ""Paid""}]"
Tenaga Nasional,12378652,166.83,Pending,d61aab3a-8c2a-46d8-893d-45f72fc2a833,"[{""month"": ""2024-11"", ""amount"": 479.52, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 132.49, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 199.1, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 237.18, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 321.15, ""status"": ""Late""}, {""month"": ""2024-07"", ""amount"": 366.83, ""status"": ""Paid""}]"
Unifi,87788747,295.5,Paid,d61aab3a-8c2a-46d8-893d-45f72fc2a833,"[{""month"": ""2024-11"", ""amount"": 201.54, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 431.27, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 401.78, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 357.04, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 241.96, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 250.54, ""status"": ""Paid""}]"
